episode_id,timestep,npc_health,npc_stamina,player_health,distance_to_player,allies_nearby,enemies_nearby,has_cover,escape_route,player_visible,player_attacking,npc_ammo,npc_weapon,player_weapon,npc_personality,time_since_seen,previous_action,npc_action,npc_health_ratio,player_health_ration,ammo_state,health_difference,ally_enemy_difference,threat_level
709,33,99.54,81.34,85.57,8.7,2,3,0,0,0,0,14,RIFLE,PISTOL,AGGRESSIVE,24,CHASE,SEARCH,0.9954000000000001,0.8556999999999999,MEDIUM,13.970000000000013,-1,1
709,34,99.54,81.34,85.57,8.7,2,3,0,0,0,0,14,RIFLE,PISTOL,AGGRESSIVE,25,SEARCH,CHASE,0.9954000000000001,0.8556999999999999,MEDIUM,13.970000000000013,-1,1
709,35,99.54,78.91,85.57,5.46,2,3,0,0,0,0,14,RIFLE,PISTOL,AGGRESSIVE,26,CHASE,SEARCH,0.9954000000000001,0.8556999999999999,MEDIUM,13.970000000000013,-1,1
709,36,99.54,78.91,85.57,5.46,2,3,0,0,0,0,14,RIFLE,PISTOL,AGGRESSIVE,27,SEARCH,SEARCH,0.9954000000000001,0.8556999999999999,MEDIUM,13.970000000000013,-1,1
709,37,99.54,78.91,85.57,5.46,2,3,0,0,0,0,14,RIFLE,PISTOL,AGGRESSIVE,28,SEARCH,SEARCH,0.9954000000000001,0.8556999999999999,MEDIUM,13.970000000000013,-1,1
710,0,51.42,53.73,98.29,7.98,4,3,1,1,1,1,12,SHOTGUN,SHOTGUN,DEFENSIVE,0,PATROL,ATTACK,0.5142,0.9829000000000001,MEDIUM,-46.870000000000005,1,3
710,1,47.32,53.73,98.29,7.98,4,3,1,1,1,1,11,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,TAKE_COVER,0.4732,0.9829000000000001,MEDIUM,-50.970000000000006,1,3
710,2,47.32,56.43,98.29,7.98,4,3,1,1,1,1,11,SHOTGUN,SHOTGUN,DEFENSIVE,0,TAKE_COVER,ATTACK,0.4732,0.9829000000000001,MEDIUM,-50.970000000000006,1,3
710,3,47.32,56.43,90.55,7.98,4,3,1,1,1,0,9,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,ATTACK,0.4732,0.9055,MEDIUM,-43.23,1,1
710,4,40.7,56.43,80.94,7.98,4,3,1,1,1,1,6,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,ATTACK,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,3
710,5,40.7,56.43,80.94,7.98,4,3,1,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,1,ATTACK,TAKE_COVER,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,6,40.7,58.8,80.94,7.98,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,2,TAKE_COVER,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,7,40.7,58.8,80.94,7.98,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,3,SEARCH,TAKE_COVER,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,8,40.7,62.63,80.94,7.98,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,4,TAKE_COVER,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,9,40.7,62.63,80.94,7.98,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,5,SEARCH,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,10,40.7,62.63,80.94,7.98,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,6,SEARCH,RETREAT,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,11,40.7,65.08,80.94,9.52,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,7,RETREAT,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,12,40.7,65.08,80.94,9.52,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,8,SEARCH,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,13,40.7,65.08,80.94,9.52,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,9,SEARCH,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,14,40.7,65.08,80.94,9.52,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,10,SEARCH,SEARCH,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,15,40.7,65.08,80.94,9.52,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,11,SEARCH,PATROL,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,16,40.7,65.08,80.94,9.52,4,3,0,1,0,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,12,PATROL,RETREAT,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,0
710,17,40.7,66.82,80.94,12.71,4,3,0,1,1,0,6,SHOTGUN,SHOTGUN,DEFENSIVE,0,RETREAT,CHASE,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,1,1
710,18,40.7,63.99,80.94,9.98,4,4,0,1,1,1,6,SHOTGUN,SHOTGUN,DEFENSIVE,0,CHASE,ATTACK,0.40700000000000003,0.8094,MEDIUM,-40.239999999999995,0,3
710,19,40.7,63.99,80.94,9.98,4,4,0,1,1,0,4,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,ATTACK,0.40700000000000003,0.8094,LOW,-40.239999999999995,0,1
710,20,37.78,63.99,80.94,9.98,4,4,0,1,1,1,2,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,ATTACK,0.3778,0.8094,LOW,-43.16,0,3
710,21,37.78,63.99,78.3,9.98,4,4,0,1,1,1,1,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,RETREAT,0.3778,0.7829999999999999,LOW,-40.519999999999996,0,3
710,22,37.78,65.88,78.3,11.79,4,4,0,1,1,0,1,SHOTGUN,SHOTGUN,DEFENSIVE,0,RETREAT,RETREAT,0.3778,0.7829999999999999,LOW,-40.519999999999996,0,1
710,23,37.78,67.22,78.3,12.9,3,4,0,1,1,0,1,SHOTGUN,SHOTGUN,DEFENSIVE,0,RETREAT,RETREAT,0.3778,0.7829999999999999,LOW,-40.519999999999996,-1,2
710,24,37.78,68.7,78.3,14.17,3,4,0,1,1,0,1,SHOTGUN,SHOTGUN,DEFENSIVE,0,RETREAT,CHASE,0.3778,0.7829999999999999,LOW,-40.519999999999996,-1,2
710,25,37.78,64.24,78.3,12.69,3,4,0,1,1,0,1,SHOTGUN,SHOTGUN,DEFENSIVE,0,CHASE,CHASE,0.3778,0.7829999999999999,LOW,-40.519999999999996,-1,2
710,26,37.78,61.05,78.3,10.48,3,4,0,1,1,1,1,SHOTGUN,SHOTGUN,DEFENSIVE,0,CHASE,ATTACK,0.3778,0.7829999999999999,LOW,-40.519999999999996,-1,4
710,27,37.78,61.05,78.3,10.48,3,4,0,1,1,0,0,SHOTGUN,SHOTGUN,DEFENSIVE,0,ATTACK,RETREAT,0.3778,0.7829999999999999,EMPTY,-40.519999999999996,-1,2
710,28,37.78,62.56,78.3,12.82,3,4,0,1,1,0,0,SHOTGUN,SHOTGUN,DEFENSIVE,0,RETREAT,RETREAT,0.3778,0.7829999999999999,EMPTY,-40.519999999999996,-1,2
711,0,84.85,90.34,68.95,3.34,2,4,0,0,1,0,22,SHOTGUN,SMG,AGGRESSIVE,0,PATROL,ATTACK,0.8484999999999999,0.6895,HIGH,15.899999999999991,-2,2
711,1,84.85,90.34,68.95,3.34,2,4,0,0,1,0,20,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.8484999999999999,0.6895,HIGH,15.899999999999991,-2,2
711,2,84.85,90.34,68.95,3.34,2,4,0,0,1,0,19,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.8484999999999999,0.6895,HIGH,15.899999999999991,-2,2
711,3,84.85,90.34,64.99,3.34,2,4,0,0,1,1,17,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.8484999999999999,0.6498999999999999,HIGH,19.86,-2,4
711,4,84.85,90.34,60.41,3.34,2,4,0,0,1,0,14,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.8484999999999999,0.6041,MEDIUM,24.439999999999998,-2,2
711,5,84.85,90.34,56.27,3.34,2,4,0,0,1,0,12,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.8484999999999999,0.5627,MEDIUM,28.57999999999999,-2,2
711,6,76.44,90.34,54.7,3.34,2,5,0,0,1,1,11,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.7644,0.547,MEDIUM,21.739999999999995,-3,4
711,7,76.44,90.34,51.95,3.34,2,5,0,0,1,1,10,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.7644,0.5195000000000001,MEDIUM,24.489999999999995,-3,4
711,8,76.44,90.34,39.03,3.34,2,5,0,0,1,0,7,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.7644,0.39030000000000004,MEDIUM,37.41,-3,2
711,9,76.44,90.34,39.03,3.34,2,5,0,0,1,0,6,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.7644,0.39030000000000004,MEDIUM,37.41,-3,2
711,10,76.44,90.34,35.51,3.34,2,5,0,0,1,0,5,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.7644,0.35509999999999997,LOW,40.93,-3,2
711,11,76.44,90.34,30.46,3.34,2,5,0,0,1,0,3,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.7644,0.3046,LOW,45.98,-3,2
711,12,76.44,90.34,25.32,3.34,2,5,0,0,1,0,0,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,CHASE,0.7644,0.2532,EMPTY,51.12,-3,2
711,13,72.3,86.56,25.32,1.89,2,5,0,0,1,1,0,SHOTGUN,SMG,AGGRESSIVE,0,CHASE,ATTACK,0.723,0.2532,EMPTY,46.98,-3,4
711,14,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,1,ATTACK,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,15,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,2,ATTACK,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,16,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,3,SEARCH,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,17,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,4,SEARCH,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,18,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,5,SEARCH,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,19,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,6,SEARCH,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,20,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,7,SEARCH,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,21,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,8,ATTACK,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,22,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,9,SEARCH,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,23,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,10,SEARCH,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,24,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,11,ATTACK,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,25,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,12,SEARCH,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,26,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,13,ATTACK,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,27,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,14,ATTACK,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,28,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,15,SEARCH,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,29,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,16,ATTACK,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,30,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,17,ATTACK,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,31,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,18,ATTACK,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,32,72.3,86.56,25.32,1.89,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,19,ATTACK,CHASE,0.723,0.2532,EMPTY,46.98,-3,1
711,33,72.3,82.14,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,20,CHASE,TAKE_COVER,0.723,0.2532,EMPTY,46.98,-3,1
711,34,72.3,85.26,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,21,TAKE_COVER,CHASE,0.723,0.2532,EMPTY,46.98,-3,1
711,35,72.3,80.63,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,22,CHASE,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,36,72.3,80.63,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,23,ATTACK,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,37,72.3,80.63,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,24,SEARCH,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,38,72.3,80.63,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,25,SEARCH,CHASE,0.723,0.2532,EMPTY,46.98,-3,1
711,39,72.3,79.38,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,26,CHASE,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,40,72.3,79.38,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,27,ATTACK,SEARCH,0.723,0.2532,EMPTY,46.98,-3,1
711,41,72.3,79.38,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,28,SEARCH,TAKE_COVER,0.723,0.2532,EMPTY,46.98,-3,1
711,42,72.3,82.88,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,29,TAKE_COVER,PATROL,0.723,0.2532,EMPTY,46.98,-3,1
711,43,72.3,82.88,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,30,PATROL,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,44,72.3,82.88,25.32,1.5,2,5,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,31,ATTACK,PATROL,0.723,0.2532,EMPTY,46.98,-3,1
711,45,72.3,82.88,25.32,1.5,1,4,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,32,PATROL,ATTACK,0.723,0.2532,EMPTY,46.98,-3,1
711,46,72.3,82.88,25.32,1.5,1,4,0,0,0,0,0,SHOTGUN,SMG,AGGRESSIVE,33,ATTACK,PATROL,0.723,0.2532,EMPTY,46.98,-3,1
711,47,69.1,82.88,25.32,1.5,1,4,0,0,1,1,0,SHOTGUN,SMG,AGGRESSIVE,0,PATROL,ATTACK,0.691,0.2532,EMPTY,43.779999999999994,-3,4
711,48,69.1,82.88,25.32,1.5,1,4,0,0,1,0,0,SHOTGUN,SMG,AGGRESSIVE,0,ATTACK,ATTACK,0.691,0.2532,EMPTY,43.779999999999994,-3,2
712,0,69.46,50.13,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,1,PATROL,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,1,69.46,52.89,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,2,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,2,69.46,55.38,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,3,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,3,69.46,58.8,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,4,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,4,69.46,60.04,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,5,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,5,69.46,62.76,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,6,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,6,69.46,66.47,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,7,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,7,69.46,68.77,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,8,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,8,69.46,70.2,69.51,27.73,3,4,1,1,1,0,23,SNIPER,SMG,DEFENSIVE,0,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,2
712,9,69.46,72.6,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,1,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,10,69.46,75.59,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,2,TAKE_COVER,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,11,69.46,75.59,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,3,SEARCH,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,12,69.46,78.46,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,4,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,13,69.46,82.13,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,5,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,14,69.46,84.92,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,6,TAKE_COVER,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,15,69.46,84.92,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,7,SEARCH,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,16,69.46,86.78,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,8,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,17,69.46,88.02,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,9,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,18,69.46,89.12,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,10,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,19,69.46,91.94,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,11,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,20,69.46,94.2,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,12,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,21,69.46,97.31,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,13,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,22,69.46,99.69,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,14,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,23,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,15,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,24,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,16,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,25,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,17,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,26,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,18,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,27,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,19,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,28,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,20,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,29,69.46,100.0,69.51,27.73,3,4,1,1,0,0,23,SNIPER,SMG,DEFENSIVE,21,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,30,69.46,100.0,69.51,27.73,3,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,22,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,31,69.46,100.0,69.51,27.73,3,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,23,TAKE_COVER,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,-1,1
712,32,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,24,SEARCH,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,33,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,25,SEARCH,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,34,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,26,TAKE_COVER,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,35,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,27,SEARCH,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,36,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,28,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,37,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,29,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,38,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,30,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,39,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,31,TAKE_COVER,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,40,69.46,100.0,69.51,27.73,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,32,TAKE_COVER,RETREAT,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,41,69.46,100.0,69.51,30.26,4,4,1,0,0,0,23,SNIPER,SMG,DEFENSIVE,33,RETREAT,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,42,69.46,100.0,69.51,30.26,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,34,TAKE_COVER,ATTACK,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,43,69.46,100.0,69.51,30.26,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,35,ATTACK,RETREAT,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,44,69.46,100.0,69.51,32.64,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,36,RETREAT,TAKE_COVER,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,45,69.46,100.0,69.51,32.64,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,37,TAKE_COVER,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,46,69.46,100.0,69.51,32.64,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,38,SEARCH,PATROL,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,47,69.46,100.0,69.51,32.64,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,39,PATROL,RETREAT,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,48,69.46,100.0,69.51,34.98,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,40,RETREAT,ATTACK,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
712,49,69.46,100.0,69.51,34.98,4,4,0,0,0,0,23,SNIPER,SMG,DEFENSIVE,41,ATTACK,SEARCH,0.6945999999999999,0.6951,HIGH,-0.05000000000001137,0,0
713,0,69.14,82.8,71.25,5.11,4,2,0,1,0,0,22,SMG,SMG,DEFENSIVE,1,PATROL,CHASE,0.6914,0.7125,HIGH,-2.1099999999999994,2,0
713,1,69.14,78.43,71.25,2.21,4,2,0,1,0,0,22,SMG,SMG,DEFENSIVE,2,CHASE,SEARCH,0.6914,0.7125,HIGH,-2.1099999999999994,2,0
713,2,69.14,78.43,71.25,2.21,4,2,0,1,0,0,22,SMG,SMG,DEFENSIVE,3,SEARCH,SEARCH,0.6914,0.7125,HIGH,-2.1099999999999994,2,0
